,Path Length,Acceleration Usage,Steering Usage,Average Speed,Avg Computational Time,Robot Number,File Name,Method,Initial Distance,Solver Failure,Collision Number,Noise Scaling
35,6.911700086011132,0.3559258082461457,0.07312818686747327,1.841187495644542,0.004437992334975611,5,circular_seed_6.json,C3BF_MPC,10.0,0,0,0.0
36,4.38273840756449,0.6174027864651194,0.09026112621706454,1.7362862433081392,0.0031183954516221224,7,circular_seed_21.json,C3BF,8.0,0,0,0.0
37,21.80087587356531,2.734940533643429,0.19925903750662882,1.1492115928539473,0.0027326689722027434,7,circular_seed_21.json,CBF,8.0,0,0,0.0
38,29.338828687534647,0.39062354908060215,0.3269976285831021,0.8510091636910521,0.015903389482752175,7,circular_seed_21.json,LBP,8.0,0,0,0.0
39,13.626400543222788,0.5723585627000497,0.08215913159861311,1.7555114881610805,0.004297067237788422,7,circular_seed_21.json,C3BF_MPC,8.0,0,0,0.0
40,5.105873641600834,0.465730951179535,0.045796870486215266,1.8261633227060976,0.011590334102652249,13,circular_seed_56.json,C3BF,11.5,2,0,0.0
41,19.38963289532601,2.8387941667567897,0.0747055559500168,1.0875535292725305,0.010080473042891348,13,circular_seed_56.json,CBF,11.5,0,0,0.0
42,47.54242331882676,0.2516033693063051,0.29858570792219086,0.8186016496062289,0.020550256441339825,13,circular_seed_56.json,LBP,11.5,0,0,0.0
43,9.398643427724164,0.4244440387130372,0.043747372208974664,1.8363573995435136,0.011582614543826081,13,circular_seed_56.json,C3BF_MPC,11.5,2,0,0.0
44,-1.3367753237535538,0.5728736768499523,0.02588498956743403,1.7134200157156851,0.011087022093638063,10,circular_seed_28.json,C3BF,10.0,1,0,0.0
45,26.285023980268683,2.8214792348391358,0.08891428315137391,1.1813023147281683,0.009809778199087764,10,circular_seed_28.json,CBF,10.0,0,0,0.0
46,17.253295067492992,0.48452613462383853,0.20408464261464668,1.1192679658776483,0.021403611420632677,10,circular_seed_28.json,LBP,10.0,0,0,0.0
47,8.455306110011067,0.4878318488873057,0.023784950759539923,1.755673031025479,0.005246897777879095,10,circular_seed_28.json,C3BF_MPC,10.0,7,0,0.0
48,9.631894795229233,0.71355767836082,0.042870622667431024,1.6198272006640175,0.006253056245691636,14,circular_seed_60.json,C3BF,11.5,3,1,0.0
49,10.084972085309849,2.0900432783537957,0.05677085851119893,1.5771401010304495,0.008606657832099017,14,circular_seed_60.json,CBF,11.5,0,0,0.0
50,53.19696766216263,0.3279367913239867,0.2959499348039407,0.6612007947783448,0.01863041642679019,14,circular_seed_60.json,LBP,11.5,0,0,0.0
51,17.35404042176642,0.8672071325875831,0.035763252166777594,1.412388302241075,0.014569317796765197,14,circular_seed_60.json,C3BF_MPC,11.5,9,0,0.0
52,2.905173231369447,0.4119392083505229,0.05786989208257359,1.8335806996055428,0.003316494932142787,5,circular_seed_5.json,C3BF,10.0,0,0,0.0
53,9.236766128325687,2.0146245157463856,0.12496366967295611,1.3824957931146753,0.0032230346592810335,5,circular_seed_5.json,CBF,10.0,0,0,0.0
54,94.94565242188327,0.1908086932368947,0.17224038516688264,1.2230666727245139,0.01578772989248872,5,circular_seed_5.json,LBP,10.0,0,0,0.0
55,7.7108748216380985,0.3943980816359118,0.05562984382643612,1.8405749168144816,0.004611928478565092,5,circular_seed_5.json,C3BF_MPC,10.0,0,0,0.0
